"","Date","BTC_price","Gold_price","Bond_yield","KOSPI","USD_exchange_rate","BTC_circulation","VIX","NASDAQ","VKOSPI","S.P500","Nvidia","AMD","MA","PYPL","SQ","vidente","consumer_index","net_point_by_word","volume","Atinum","Woori"
"271",2020-07-04,10135902.92,1791.75,0.673666667,2164.25,1196.97,18423358.54,27.76666667,10320.64014,24.52666667,3154.865,389.03,52.87,303.99501,176.695,116.18,6133.333333,104.86,-0.003628094,13713386015750,1615,2740
"272",2020-07-03,10181213.07,1790.875,0.671333333,2152.41,1199.43,18422377.29,27.68,10264.13501,24.78,3142.4375,386.76,52.605,303.2075115,176.9525035,114.7849995,6090,104.86,-0.006896996,14593105395973,1605,2740
"273",2020-07-02,10299815.93,1790,0.669,2135.37,1199.25,18421358.54,27.68,10207.62988,27.45,3130.01,384.49,52.34,302.420013,177.210007,113.389999,5970,104.86,0.035803573,18230450613058,1600,2750
"274",2020-07-01,10204803.11,1779.9,0.676,2106.7,1201.67,18420333.54,28.62,10154.62988,29.9,3115.86,381.2,52.58,301.170013,177.429993,115.900002,5960,104.86,0.014143138,17820554667124,1545,2725
"275",2020-06-30,10248983.31,1800.5,0.658,2108.33,1199.44,18419321.04,30.43,10058.76953,31.07,3100.29,379.91,52.61,295.700012,174.229996,104.940002,6130,104.87,0.024021855,17557509301891,1555,2770
"276",2020-06-29,10198157.6,1781.2,0.627,2093.48,1199.66,18418402.29,31.78,9874.150391,33.58,3053.24,368,50.28,292.929993,168.350006,103.68,6240,104.87,0.026446037,18366161864732,1550,2735
"277",2020-06-28,10095988.64,1780.9,0.632,2107.203333,1201.08,18417496.04,32.76333333,9835.173503,32.57333333,3038.51,367.4,50.22,291.7333273,169.1900023,103.8866677,6120,104.87,-0.017097826,16246562644961,1565,2750
"278",2020-06-27,10229170.63,1780.6,0.636,2120.926667,1202.5,18416558.54,33.74666667,9796.196615,31.56666667,3023.78,366.8,50.16,290.5366617,170.0299987,104.0933353,6120,104.87,-0.005958786,19272775266261,1580,2750
"279",2020-06-26,10333127.59,1780.3,0.64,2134.65,1203.92,18415696.04,34.73,9757.219727,30.56,3009.05,366.2,50.1,289.339996,170.869995,104.300003,6120,104.87,0.000984995,20464831988538,1595,2750
"280",2020-06-25,10392410.49,1770.6,0.682,2112.37,1202.36,18414671.04,32.22,10017,33.12,3083.76,379.6,51.93,298.01001,172.5,104.779999,6260,104.87,0.002135696,20771202848111,1615,2760
"281",2020-06-24,10747250.22,1775.1,0.679,2161.51,1206.2,18413789.79,33.84,9909.169922,30.2,3050.33,369.42,52.39,294.01001,168,100.879997,6650,104.87,0.009378435,21156887740524,1605,2880
"282",2020-06-23,10760557.29,1782,0.715,2131.24,1208.46,18412921.04,31.37,10131.37012,31.73,3131.29,378,53.99,306.880005,172.789993,104.75,6130,104.87,0.015977468,18975244548999,1595,2775
"283",2020-06-22,10377669.59,1766.4,0.71,2126.73,1209.53,18411933.54,31.77,10056.48047,34.03,3117.86,381.07,54.76,304.440002,170.259995,104.220001,5840,104.87,0.01701983,23547191529589,1610,2810
"284",2020-06-21,10411154.94,1761.933333,0.694,2131.593333,1210.346667,18411039.79,32.88666667,10019.69369,34.03333333,3111.153333,377.53,54.58333333,301.7933347,168.2933303,102.1400017,5826.666667,104.87,0.013346031,17098374336911,1610,2680
"285",2020-06-20,10366561.91,1757.466667,0.694,2136.456667,1211.163333,18410127.29,34.00333333,9982.906901,34.03666667,3104.446667,373.99,54.40666667,299.1466673,166.3266657,100.0600023,5813.333333,104.87,0.027125506,19113720678934,1610,2680
"286",2020-06-19,10499711.12,1753,0.694,2141.32,1211.98,18409271.04,35.12,9946.120117,34.04,3097.74,370.45,54.23,296.5,164.360001,97.980003,5800,104.87,0.017557301,21905018444730,1610,2680
"287",2020-06-18,10579234.98,1731.1,0.707,2133.48,1212.59,18408377.29,32.94,9943.049805,37.3,3115.34,368.72,54.04,304.850006,168.050003,98.269997,5830,104.87,0.006976334,19827300953612,1615,2580
"288",2020-06-17,10637496.72,1735.6,0.733,2141.05,1215.53,18407608.54,33.47,9910.530273,37.05,3113.49,369.44,54.55,303.76001,163.830002,97.029999,5700,104.87,0.027676846,22513655466201,1590,2580
"289",2020-06-16,10548773.79,1736.5,0.741,2138.05,1212.29,18406746.04,33.67,9895.870117,35.9,3124.74,362.74,54.46,304.480011,161.220001,94.739998,5640,104.87,0.02777161,24062149647884,1615,2600
"290",2020-06-15,10472643.62,1727.2,0.72,2030.82,1208.65,18405808.54,34.4,9726.019531,39.69,3066.59,366.95,54.68,297.170013,157.550003,91,5350,104.87,-0.011864775,29790692690423,1500,2430
"291",2020-06-14,10574757.37,1730.566667,0.716666667,2064.646667,1207.023333,18404946.04,34.96333333,9680.282877,37.42,3058.163333,363.7333333,54.28666667,297.3766783,156.786667,89.57333367,6160,104.87,-0.013102568,21190379398818,1655,2755
"292",2020-06-13,10578307.43,1733.933333,0.713333333,2098.473333,1205.396667,18403883.54,35.52666667,9634.546224,35.15,3049.736667,360.5166667,53.89333333,297.5833437,156.023331,88.14666733,6160,104.87,-0.004199863,19597719635678,1655,2755
"293",2020-06-12,10399734.35,1737.3,0.71,2132.3,1203.77,18402896.04,36.09,9588.80957,32.88,3041.31,357.3,53.5,297.790009,155.259995,86.720001,6160,104.87,0.000266392,25228158321377,1655,2755
"294",2020-06-11,11012723.88,1739.8,0.666,2176.78,1206.2,18401877.29,40.79,9492.730469,26.79,3002.1,351.85,52.83,291.25,153.039993,86.089996,6370,104.87,0.007304179,33748813434598,1705,2910
"295",2020-06-10,10927971.19,1720.7,0.736,2195.69,1190.79,18400721.04,27.57,10020.34961,26.06,3190.14,374.67,57.44,313.149994,159.910004,91.910004,6730,104.87,-0.002265778,28682581405129,1735,3030
"296",2020-06-09,10905924.08,1721.9,0.824,2188.92,1198.52,18399696.04,27.57,9953.75,26.53,3207.18,361.84,56.39,311.48999,156.860001,89.529999,6800,104.87,-0.009261265,26463624663833,1745,3015
"297",2020-06-08,10889972.29,1705.1,0.878,2184.29,1195.96,18398696.04,25.81,9924.75,27.4,3232.39,352.2,52.97,310.410004,156.089996,89.620003,7040,104.87,0.012686729,23973790930236,1780,3005
"298",2020-06-07,10770518.18,1697.733333,0.9,2183.483333,1198.006667,18397683.54,25.38,9887.860026,26.75,3219.57,353.7333333,53.01333333,310.9000043,156.0599973,89.72333533,6986.666667,104.87,-0.00891208,27911231864903,1783.33333333333,3008.33333333333
"299",2020-06-06,10783797.44,1690.366667,0.8965,2182.676667,1200.053333,18396689.79,24.95,9850.970052,26.1,3206.75,355.2666667,53.05666667,311.3900047,156.0299987,89.82666767,6933.333333,104.87,-0.005435946,22804546769742,1786.66666666667,3011.66666666667
"300",2020-06-05,10934772.88,1683,0.893,2181.87,1202.1,18395464.79,24.52,9814.080078,25.45,3193.93,356.8,53.1,311.880005,156,89.93,6880,104.87,0.012614076,26231305864190,1790,3015
"301",2020-06-04,10773699.38,1727.4,0.825,2151.18,1216.54,18394346.04,25.81,9615.80957,25.69,3112.35,350.66,52.63,301.369995,154.600006,87.720001,6810,104.87,0.024591987,28922736621148,1785,2990
"302",2020-06-03,10637470.77,1704.8,0.746,2147,1215.95,18393402.29,25.66,9682.910156,25.74,3122.87,350.78,52.73,307.070007,156.779999,91.970001,6810,104.87,0.006126413,27902538260545,1765,2995
"303",2020-06-02,11339526.5,1734,0.687,2087.19,1220.12,18392533.54,26.84,9608.379883,25,3080.82,353.01,53.54,303.589996,157.490005,88,6990,104.87,0.030818868,43668117697487,1810,3135
"304",2020-06-01,10559194.21,1750.3,0.667,2065.08,1223.05,18391727.29,28.23,9552.049805,24.94,3055.73,352.25,53.63,301.399994,154.529999,82.720001,6850,104.87,0.00660667,39273829200081,1730,2960
"305",2020-05-31,10823073.53,1745.833333,0.641,2053.253333,1225.896667,18390889.79,27.99,9531.323242,25.17333333,3051.923333,353.1733333,53.68666667,301.230001,154.6899977,82.17333467,6843.333333,104.71,-0.024393101,30988565733591,1723.33333333333,2953.33333333333
"306",2020-05-30,10531644.04,1741.366667,0.647,2041.426667,1228.743333,18389952.29,27.75,9510.59668,25.40666667,3048.116667,354.0966667,53.74333333,301.060008,154.8499963,81.62666833,6836.666667,104.71,0.005303248,36511268750043,1716.66666666667,2946.66666666667
"307",2020-05-29,10631440.19,1736.9,0.653,2029.6,1231.59,18388977.29,27.51,9489.870117,25.64,3044.31,355.02,53.8,300.890015,155.009995,81.080002,6830,104.71,0.015236226,36705040830463,1710,2940
"308",2020-05-28,10248273.39,1728.3,0.697,2028.54,1238.03,18388183.54,28.59,9368.990234,25.24,3029.73,339.48,51.74,302.299988,148.789993,79.620003,6720,104.71,0.013342129,38345701673519,1670,2940
"309",2020-05-27,9860472.62,1726.8,0.695,2031.2,1238.26,18387364.79,27.62,9412.360352,24.47,3036.13,341.01,52.74,299.769989,145.960007,81.019997,6730,104.71,0.022081551,36530863611981,1700,2870
"310",2020-05-26,9941036.54,1728.2,0.695,2029.78,1230.99,18386502.29,28.01,9340.219727,23.8,2991.77,348.71,53.19,303.329987,147,80.790001,6870,104.71,0.007268748,33009107384437,1710,2850
"311",2020-05-25,9803263.24,1729.8,0.659,1994.6,1240.95,18385727.29,28.0475,9336.312256,25.27,2982.69,351.795,53.685,301.2249913,147.9650003,80.96500025,6680,104.71,0.010205101,34910343990335,1690,2870
"312",2020-05-24,10278776.72,1731.4,0.658333333,1986.443333,1240.853333,18384946.04,28.085,9332.404786,26.09333333,2973.61,354.88,54.18,299.1199955,148.9300005,81.1399995,6820,104.71,0.010539573,36283460216485,1670,2845
"313",2020-05-23,10248404.75,1733,0.657666667,1978.286667,1240.756667,18384221.04,28.1225,9328.497315,26.91666667,2964.53,357.965,54.675,297.0149998,149.8950008,81.31499875,6820,104.71,0.009605861,30937883632455,1670,2845
"314",2020-05-22,10131552.54,1734.6,0.657,1970.13,1240.66,18383477.29,28.16,9324.589844,27.74,2955.45,361.05,55.17,294.910004,150.860001,81.489998,6820,104.71,0.005487107,33261925771801,1670,2845
"315",2020-05-21,10625174.54,1721.9,0.68,1998.31,1233.27,18382783.54,29.53,9284.879883,23.57,2948.51,351.01,54.65,294.26001,148.220001,81.489998,7070,104.71,-0.004866551,43878895788388,1710,2890
"316",2020-05-20,10851217.31,1750.6,0.69,1989.64,1227.4,18381964.79,27.99,9375.780273,24.85,2971.61,358.8,56.39,298.799988,150.940002,82.040001,7220,104.71,0.011847194,40777147365890,1730,2915
"317",2020-05-19,10853152.31,1745.6,0.692,1980.61,1225.18,18381246.04,30.53,9185.099609,25,2922.94,352.22,55.47,290.730011,145.389999,79.25,7180,104.71,-0.02511744,43798703737741,1680,2900
"318",2020-05-18,10795836.82,1734.4,0.726,1937.11,1225.27,18380527.29,29.3,9234.830078,27.04,2953.91,350.01,54.59,289.899994,146.240005,76.629997,7200,104.71,0.025507289,46669410076093,1655,2925
"319",2020-05-17,10460252.67,1740.733333,0.643,1933.833333,1227.91,18379727.29,30.16333333,9161.406575,27.01333333,2923.84,346.55,54.46,286.2466633,145.9966683,77.83999867,7050,104.71,0.009965818,44724748965645,1665,2800
"320",2020-05-16,10413736.15,1747.066667,0.6435,1930.556667,1230.55,18379089.79,31.02666667,9087.983073,26.98666667,2893.77,343.09,54.33,282.5933327,145.7533317,79.05000033,7050,104.71,-0.000444659,40351511434818,1665,2800
"321",2020-05-15,10861216.17,1753.4,0.644,1927.28,1233.19,18378302.29,31.89,9014.55957,26.96,2863.7,339.63,54.2,278.940002,145.509995,80.260002,7050,104.71,0.013297083,53734080317160,1665,2800
"322",2020-05-14,10344657.54,1740.9,0.617,1924.96,1227.53,18377521.04,32.61,8943.719727,26.79,2852.5,321.22,54.51,277.309998,144.410004,78.199997,7120,104.71,0.038336288,62959372752292,1685,2825
"323",2020-05-13,9824775.39,1716.4,0.654,1940.42,1227.51,18376808.54,35.28,8863.169922,25.75,2820,311.2,52.18,269.160004,143.729996,73.790001,6810,104.71,-0.001342645,50832347395058,1695,2800
"324",2020-05-12,9607198.72,1706.8,0.667,1922.17,1226.84,18376064.79,33.04,9002.549805,27.79,2870.12,312.1,53.76,272.109985,141.029999,75.209999,6850,104.71,0.002260207,47021521700610,1695,2850
"325",2020-05-11,9769151.9,1698,0.707,1935.4,1223.41,18375152.29,27.57,9192.339844,29.33,2930.32,322.62,55.74,281.230011,143.960007,74.900002,6920,104.71,-0.021195099,63732545915616,1710,2795
"326",2020-05-10,10701525.64,1701.966667,0.693,1938.873333,1222.206667,18373371.04,27.70666667,9168.666667,29.14333333,2930.146667,319.2466667,54.89,281.6333413,144.2933403,75.28333567,7460,104.71,-0.039565184,70656359410054,1740,2900
"327",2020-05-09,10980174.52,1705.933333,0.689,1942.346667,1221.003333,18371246.04,27.84333333,9144.99349,28.95666667,2929.973333,315.8733333,54.04,282.0366717,144.6266737,75.66666933,7460,104.71,0.005177086,51957017412126,1740,2900
"328",2020-05-08,11086458.28,1709.9,0.685,1945.82,1219.8,18369546.04,27.98,9121.320313,28.77,2929.8,312.5,53.19,282.440002,144.960007,76.050003,7460,104.71,0.031871738,57775333681606,1740,2900
"329",2020-05-07,10334131.85,1725.8,0.639,1928.61,1220.11,18367833.54,31.44,8979.660156,31.31,2881.19,304.87,51.95,278.470001,146.289993,74.620003,7120,104.71,0.027105667,68187633448201,1725,2800
"330",2020-05-06,10050220.28,1688.5,0.709,1928.76,1229.55,18365996.04,34.12,8854.389648,31.81,2848.42,297.79,52.16,272.440002,128.309998,68.099998,6790,104.71,0.018726921,55087602049430,1680,2630
"331",2020-05-05,9944658.42,1710.6,0.662,1912.065,1222.57,18364071.04,33.61,8809.120117,34.085,2868.44,293.74,52.19,273.980011,125.43,66.690002,6780,104.71,0.011014052,48143700554367,1672.5,2600
"332",2020-05-04,9925592.96,1713.3,0.631,1895.37,1224.18,18362096.04,35.97,8710.709961,36.36,2842.74,291.29,52.56,269.26001,123.660004,63.689999,6780,104.71,-0.002852618,51011598136846,1665,2600
"333",2020-05-03,10023634.74,1707.033333,0.618,1905.808,1224.43,18360121.04,36.37666667,8675.456706,35.19,2838.73,288.4533333,51.66666667,269.08667,122.6433363,63.45999933,6620,104.71,0.020531349,52554693749060,1680,2570
"334",2020-05-02,9895816.16,1700.766667,0.618,1916.246,1224.68,18358021.04,36.78333333,8640.20345,34.02,2834.72,285.6166667,50.77333333,268.91333,121.6266687,63.22999967,6620,104.71,0.018097685,44780691395229,1680,2570
"335",2020-05-01,9676817.89,1694.5,0.618,1926.684,1224.93,18356171.04,37.19,8604.950195,32.85,2830.71,282.78,49.88,268.73999,120.610001,63,6620,104.71,-0.002423259,49170126604225,1680,2570
"336",2020-04-30,9816164.15,1694.2,0.646,1937.122,1213.94,18354408.54,34.15,8889.549805,31.68,2912.43,292.28,52.39,274.970001,123,65.139999,6620,104.95,0.033366385,74717032157971,1680,2570
"337",2020-04-29,8710484.89,1703.4,0.628,1947.56,1211.1,18352721.04,31.23,8914.709961,30.51,2939.51,298.46,53.66,283.690002,123.580002,65.769997,6620,104.95,0.034699156,67170444817980,1680,2570
"338",2020-04-28,8699614.93,1722.2,0.616,1934.09,1221.81,18350908.54,33.57,8607.730469,32.64,2863.39,291.36,55.51,264.600006,116.139999,61.75,6750,104.95,0.008776877,37030084175102,1680,2570
"339",2020-04-27,8568454.67,1723.8,0.664,1922.77,1222.45,18348983.54,33.29,8730.160156,35.15,2878.48,297.08,56.49,265.119995,120.529999,63.549999,6030,104.95,0.021982464,40348586243286,1685,2420
"340",2020-04-26,8446523.46,1723.7,0.605,1911.516667,1225.173333,18347221.04,34.17,8698.279948,35.94666667,2864.566667,294.5833333,56.38666667,263,120.4133327,63.03666533,5740,104.95,0.032618325,36898640573083,1663.33333333333,2320
"341",2020-04-25,8424592,1723.6,0.605,1900.263333,1227.896667,18345508.54,35.05,8666.399739,36.74333333,2850.653333,292.0866667,56.28333333,260.880005,120.2966663,62.52333167,5740,104.95,0.02307742,36755138174930,1641.66666666667,2320
"342",2020-04-24,8294826.48,1723.5,0.605,1889.01,1230.62,18343808.54,35.93,8634.519531,37.54,2836.74,289.59,56.18,258.76001,120.18,62.009998,5740,104.95,0.030277873,38646349066113,1620,2320
"343",2020-04-23,7945729.82,1745.4,0.603,1914.73,1233.54,18342008.54,41.38,8494.75,34.46,2797.8,284.01,55.9,255.860001,115.239998,61.82,6030,104.95,0.03244077,48536807766581,1680,2320
"344",2020-04-22,7675863.6,1738.3,0.618,1896.15,1234.05,18340233.54,41.98,8495.379883,36.55,2799.31,286.15,55.92,256.910004,115.190002,60.959999,5890,104.95,0.026694537,37098362458361,1670,2320
"345",2020-04-21,7676247.48,1687.8,0.566,1879.38,1233.56,18338596.04,45.41,8263.230469,36.53,2736.56,269.51,52.92,245.350006,107.540001,57.400002,5630,104.95,-0.021215808,36362610846295,1630,2155
"346",2020-04-20,8018888.18,1711.2,0.616,1898.36,1220.62,18336733.54,43.83,8560.730469,33.29,2823.16,287.05,56.97,251.729996,112.169998,61.060001,5810,104.95,-0.003097375,42117045149565,1690,2210
"347",2020-04-19,8101509.55,1703.866667,0.643,1903.75,1219.16,18334721.04,41.93666667,8590.533529,32.67333333,2840.293333,288.8066667,56.84666667,254.4766643,112.0633313,61.07000067,5780,104.95,0.011429668,34936065749754,1685,2155
"348",2020-04-18,7913356.31,1696.533333,0.6425,1909.14,1217.7,18332821.04,40.04333333,8620.336588,32.05666667,2857.426667,290.5633333,56.72333333,257.2233327,111.9566647,61.08000033,5780,104.95,0.024720584,36203554543246,1685,2155
"349",2020-04-17,7940426.07,1689.2,0.642,1914.53,1216.24,18330846.04,38.15,8650.139648,31.44,2874.56,292.32,56.6,259.970001,111.849998,61.09,5780,104.95,-0.0022202,36277457680176,1685,2155
"350",2020-04-16,7409210.06,1731.7,0.617,1857.07,1228.98,18329258.54,40.11,8532.360352,34.82,2799.55,294.7,56.95,246.759995,108.309998,57.32,5500,104.95,0.000164654,52199273692058,1570,2030
"351",2020-04-15,7638062.94,1740.2,0.635,1857.075,1224.72,18327333.54,40.84,8393.179688,35.43,2783.36,280.84,54.99,257.140015,107.949997,61.380001,5435,104.95,0.005478081,36026284176241,1540,2027.5
"352",2020-04-14,7635519.05,1768.9,0.75,1857.08,1212.5,18325221.04,37.76,8515.740234,36.04,2846.06,283.95,54.93,270.720001,109.785004,62.41,5370,104.95,0.011273277,38059351861317,1540,2025
"353",2020-04-13,7772016.45,1744.8,0.77,1825.76,1215.96,18323121.04,41.17,8192.419922,39.69,2761.63,269.85,50.94,263.339996,105.980003,59.419998,5350,104.95,0.002405991,43090212637544,1540,1980
"354",2020-04-12,7652017.08,1742.65,0.725,1837.406667,1214.49,18320983.54,41.295,8182.709961,38.40666667,2768.6775,268.125,50.3,264.8549955,105.9450013,59.36749825,5700,104.95,0.005042109,39899403357237,1570,2030
"355",2020-04-11,7662474.54,1740.5,0.726333333,1849.053333,1213.02,18319071.04,41.42,8173,37.12333333,2775.725,266.4,49.66,266.369995,105.9099995,59.3149985,5700,104.95,-0.007504884,34836623687250,1570,2030
"356",2020-04-10,8149367.79,1738.35,0.727666667,1860.7,1211.55,18317083.54,41.545,8163.290039,35.84,2782.7725,264.675,49.02,267.8849945,105.8749978,59.26249875,5700,104.95,-0.011413237,48672997006413,1570,2030
"357",2020-04-09,8187472.39,1736.2,0.729,1836.21,1211.08,18315046.04,41.67,8153.580078,35.55,2789.82,262.95,48.38,269.399994,105.839996,59.209999,6080,104.95,0.035351836,38845639725549,1685,2130
"358",2020-04-08,8010419.14,1684.3,0.771,1807.14,1216.26,18313121.04,43.35,8090.899902,40.05,2749.98,266.95,48.79,270.950012,105.059998,57.040001,6020,104.95,0.010726592,41911895036686,1515,2105
"359",2020-04-07,8115703.95,1683.7,0.726,1823.6,1215.43,18311321.04,46.7,7887.259766,36.14,2659.41,259.03,47.56,259.079987,100.279999,50.310001,6200,104.95,0.028679425,49365489511671,1510,2155
"360",2020-04-06,7573892.95,1677,0.678,1791.88,1224.64,18309221.04,45.24,7913.240234,38.26,2663.68,268.4,47.52,265.940002,101.669998,50.419998,5430,104.95,0.018422519,52326094450525,1485,1945
"361",2020-04-05,7657004.35,1662.566667,0.613,1769.733333,1228.63,18307621.04,45.76,7733.186849,40.62,2605.336667,260.2366667,45.87666667,256.3033343,98.576665,48.18666567,4840,104.95,0.00204834,32926789221665,1453.33333333333,1901.66666666667
"362",2020-04-04,7518476.31,1648.133333,0.606,1747.586667,1232.62,18305433.54,46.28,7553.133463,42.98,2546.993333,252.0733333,44.23333333,246.6666667,95.483332,45.95333333,4840,104.95,0.015036578,37027884619008,1421.66666666667,1858.33333333333
"363",2020-04-03,7584321.8,1633.7,0.599,1725.44,1236.61,18303471.04,46.8,7373.080078,45.34,2488.65,243.91,42.59,237.029999,92.389999,43.720001,4840,104.95,0.018897619,43488761009929,1390,1815
"364",2020-04-02,7371633.63,1637.7,0.611,1724.86,1227.85,18301821.04,50.91,7487.310059,47.24,2526.9,255.47,44.49,238.880005,93.519997,45.880001,4780,104.95,0.007001535,53178253259070,1375,1780
"365",2020-04-01,7182558.76,1591.4,0.602,1685.46,1236.7,18299908.54,57.06,7360.580078,50,2470.5,243.07,43.66,228.610001,91.379997,46.810001,4610,104.95,-0.00798371,45017276275625,1375,1700
"366",2020-03-31,7175068.96,1583.4,0.668,1754.64,1218.8,18297996.04,53.54,7700.100098,48.55,2584.59,263.6,45.48,241.559998,95.739998,52.380001,4565,105.54,0.018720738,36582112995450,1390,1695
"367",2020-03-30,6611529.89,1643.2,0.726,1717.12,1224.71,18296008.54,57.08,7774.149902,54.83,2626.65,265.59,47.86,253.25,97.029999,55,4445,105.54,0.01080828,41396858447779,1370,1565
"368",2020-03-29,6968671.96,1636.766667,0.665,1717.323333,1220.716667,18294171.04,59.9,7683.559896,54.76,2598.256667,261.3033333,47.43333333,251.3833313,95.846667,54.44666667,4565,105.54,-0.012894612,31658473917041,1290,1535
"369",2020-03-28,7215959.11,1630.333333,0.6705,1717.526667,1216.723333,18292283.54,62.72,7592.969889,54.69,2569.863333,257.0166667,47.00666667,249.5166627,94.663335,53.89333333,4565,105.54,-0.013273478,38923840292071,1290,1535
"370",2020-03-27,7497283.35,1623.9,0.676,1717.73,1212.73,18290596.04,65.54,7502.379883,54.62,2541.47,252.73,46.58,247.649994,93.480003,53.34,4565,105.54,0.001591894,38589525292038,1290,1535
"371",2020-03-26,7447945.94,1660.3,0.848,1686.24,1213.4,18288658.54,61,7797.540039,52.76,2630.07,257.24,47.5,263.179993,100.629997,56.029999,4575,105.54,-0.000614085,39408721802415,1310,1500
"372",2020-03-25,7518848.55,1634.3,0.869,1704.76,1233,18286658.54,63.95,7384.299805,49.32,2475.56,245.62,44.63,256.480011,95.709999,52.389999,4530,105.54,0.007448035,49752243054456,1220,1475
"373",2020-03-24,7181803.65,1660.2,0.858,1609.97,1234.21,18285508.54,61.67,7417.859863,53.78,2447.33,249.18,46.22,237.070007,97.290001,46.310001,4430,105.54,0.023958629,53804494627938,1090,1410
"374",2020-03-23,6506464.93,1572.7,0.763,1482.46,1273,18283858.54,61.59,6860.669922,62.5,2237.4,212.69,41.64,203.300003,85.260002,40.009998,4215,105.54,0.005634193,51874220863025,1015,1325
"375",2020-03-22,6901651.39,1543.133333,0.793,1510.356667,1266.983333,18282458.54,63.07333333,6866.953288,61.91,2259.906667,210.3766667,40.96333333,206.006668,85.73333467,39.36999867,4325,105.54,0.004076174,44741947509153,1075,1370
"376",2020-03-21,6925042.08,1513.566667,0.839,1538.253333,1260.966667,18280871.04,64.55666667,6873.236654,61.32,2282.413333,208.0633333,40.28666667,208.713333,86.20666733,38.72999933,4325,105.54,-0.00035932,47413907784357,1075,1370
"377",2020-03-20,6908452.92,1484,0.885,1566.15,1254.95,18279321.04,66.04,6879.52002,60.73,2304.92,205.75,39.61,211.419998,86.68,38.09,4325,105.54,0.033667344,60745764205531,1075,1370
"378",2020-03-19,5852671.23,1479.3,1.158,1457.64,1258.36,18277958.54,72,7150.580078,69.24,2409.39,212.97,39.82,227.149994,93.690002,40,3330,105.54,0.010342609,56905016034445,1010,1165
"379",2020-03-18,5832249.42,1477.9,1.183,1591.2,1256.5,18276621.04,76.45,6989.839844,62.8,2398.1,202.82,39.12,227.929993,91.459999,39.5,4170,105.54,0.014497279,42263977461373,1205,1460
"380",2020-03-17,5581719.7,1524.9,1.069,1672.44,1239.76,18275371.04,75.91,7334.779785,64.49,2529.19,217.27,41.88,237.880005,97.870003,44.73,4690,105.54,0.001977327,43093932931243,1390,1600
"381",2020-03-16,6008670.1,1486.5,0.74,1714.86,1232.87,18273833.54,82.69,6904.589844,64.56,2386.13,196.4,38.71,235.649994,92.720001,41.27,4650,105.54,-0.013679594,50620220150618,1295,1545
"382",2020-03-15,5803186.99,1496.566667,0.681,1733.72,1225.84,18272346.04,74.40333333,7228.019857,60.99333333,2494.426667,211.2133333,40.44,247.1033327,98.53000133,46.77,5050,105.54,-0.017671485,37933778337048,1280,1595
"383",2020-03-14,6218265.15,1506.633333,0.832,1752.58,1218.81,18270858.54,66.11666667,7551.44987,57.42666667,2602.723333,226.0266667,42.17,258.5566713,104.3400017,52.27,5050,105.54,-0.000114387,40340063202439,1280,1645
"384",2020-03-13,5598738.18,1516.7,0.983,1771.44,1211.78,18269258.54,57.83,7874.879883,53.86,2711.02,240.84,43.9,270.01001,110.150002,57.77,5050,105.54,-0.020531423,82741799093180,1280,1695
"385",2020-03-12,8829764.82,1590.3,0.812,1834.33,1211.21,18267696.04,75.47,7201.799805,43.07,2480.64,216.31,39.01,241.5,96.959999,53.57,5450,105.54,-0.018384612,60229588600050,1475,1890
"386",2020-03-11,8825829.97,1642.3,0.877,1908.27,1192.71,18265808.54,53.9,7952.049805,37.6,2741.38,246.47,45.7,269.76001,103.900002,62.439999,5710,105.54,-0.010824271,43161012571672,1660,2095
"387",2020-03-10,8839283.06,1659.1,0.8,1962.93,1185.75,18264321.04,47.3,8344.25,34.8,2882.23,261.08,45.38,280.570007,109.739998,67.239998,6130,105.54,0.001202381,47100990602638,1740,2245
"388",2020-03-09,9050162.6,1675.7,0.559,1954.77,1200.94,18262671.04,54.46,7950.680176,36.21,2746.56,245.44,43.27,262.01001,101.629997,65.730003,6040,105.54,-0.0240454,52370826945818,1900,2250
"389",2020-03-08,9939496.71,1674.6,0.502,1983.253333,1196.893333,18260796.04,50.28666667,8158.99349,33.29666667,2821.83,252.3066667,45.04333333,270.3433433,104.7166643,68.183334,6700,105.54,-0.025690435,44600732910110,1785,2440
"390",2020-03-07,10177595.62,1673.5,0.6375,2011.736667,1192.846667,18258821.04,46.11333333,8367.306803,30.38333333,2897.1,259.1733333,46.81666667,278.6766767,107.8033317,70.636665,6700,105.54,0.01837465,40409714346648,1785,2440
"391",2020-03-06,10129291.76,1672.4,0.773,2040.22,1188.8,18256858.54,41.94,8575.620117,27.47,2972.37,266.04,48.59,287.01001,110.889999,73.089996,6700,105.54,0.015400936,45553357779866,1785,2440
"392",2020-03-05,9774451.13,1666.4,0.917,2085.26,1188.82,18254921.04,39.62,8738.589844,23.66,3023.94,273.29,48.11,290.730011,112.18,76.32,6940,105.54,0.009052919,44293843515330,1775,2480
"393",2020-03-04,9805979.57,1643,1.055,2059.33,1185.23,18252883.54,31.99,9018.089844,26.76,3130.12,284.51,50.11,302.359985,115.300003,79.260002,6740,105.54,0.003756031,38769284544326,1745,2350
"394",2020-03-03,9891721.68,1642.1,0.999,2014.15,1181,18250796.04,36.82,8684.089844,29.49,3003.37,265.89,46.75,292,109.760002,78.839996,6550,105.54,0.013172927,47293767332525,1680,2300
