Date,Price,Open,High,Low,Vol.,Change %
2019-04-01,"2,450","2,385","2,510","2,380",1.18M,2.73%
2019-03-29,"2,385","2,390","2,430","2,345",654.35K,1.71%
2019-03-28,"2,345","2,410","2,450","2,345",563.42K,-2.29%
2019-03-27,"2,400","2,420","2,435","2,365",650.82K,-0.62%
2019-03-26,"2,415","2,315","2,455","2,315",1.56M,4.55%
2019-03-25,"2,310","2,390","2,425","2,305",1.25M,-5.13%
2019-03-22,"2,435","2,570","2,570","2,395",1.30M,-4.51%
2019-03-21,"2,550","2,660","2,700","2,505",1.40M,-3.77%
2019-03-20,"2,650","2,710","2,735","2,595",1.51M,-2.03%
2019-03-19,"2,705","2,830","2,850","2,700",3.47M,-2.52%
2019-03-18,"2,775","2,580","2,775","2,575",2.58M,7.56%
2019-03-15,"2,580","2,810","2,970","2,535",7.01M,-4.80%
2019-03-14,"2,710","2,685","2,740","2,640",1.32M,1.12%
2019-03-13,"2,680","2,780","2,790","2,630",2.74M,1.32%
2019-03-12,"2,645","2,645","2,735","2,615",3.39M,0.00%
2019-03-11,"2,645","2,580","2,680","2,550",3.79M,2.92%
2019-03-08,"2,570","2,490","2,625","2,485",4.23M,1.38%
2019-03-07,"2,535","2,670","2,905","2,535",20.68M,-1.55%
2019-03-06,"2,575","2,355","2,585","2,320",6.46M,9.57%
2019-03-05,"2,350","2,280","2,465","2,240",3.47M,3.07%
2019-03-04,"2,280","2,240","2,315","2,230",378.03K,3.17%
2019-02-28,"2,210","2,330","2,370","2,200",922.44K,-5.15%
2019-02-27,"2,330","2,360","2,405","2,330",602.40K,-1.27%
2019-02-26,"2,360","2,395","2,415","2,350",617.07K,-1.46%
2019-02-25,"2,395","2,350","2,505","2,315",3.27M,1.27%
2019-02-22,"2,365","2,380","2,380","2,310",678.56K,-0.63%
2019-02-21,"2,380","2,280","2,415","2,255",2.32M,4.85%
2019-02-20,"2,270","2,305","2,320","2,260",406.50K,-1.52%
2019-02-19,"2,305","2,335","2,340","2,290",744.54K,0.44%
2019-02-18,"2,295","2,295","2,325","2,280",535.73K,0.66%
2019-02-15,"2,280","2,320","2,325","2,250",638.84K,-0.87%
2019-02-14,"2,300","2,270","2,335","2,250",1.11M,1.32%
2019-02-13,"2,270","2,190","2,315","2,170",2.18M,4.61%
2019-02-12,"2,170","2,190","2,195","2,150",282.22K,-0.23%
2019-02-11,"2,175","2,240","2,245","2,175",392.12K,-0.68%
2019-02-08,"2,190","2,180","2,220","2,175",292.28K,-0.23%
2019-02-07,"2,195","2,145","2,215","2,120",560.33K,2.33%
2019-02-01,"2,145","2,135","2,170","2,130",270.84K,-0.23%
2019-01-31,"2,150","2,200","2,230","2,135",681.65K,-2.05%
2019-01-30,"2,195","2,215","2,235","2,180",398.78K,-0.23%
2019-01-29,"2,200","2,250","2,265","2,195",545.10K,-1.79%
2019-01-28,"2,240","2,215","2,250","2,210",437.29K,1.13%
2019-01-25,"2,215","2,235","2,245","2,210",317.42K,-0.23%
2019-01-24,"2,220","2,200","2,245","2,200",350.29K,0.91%
2019-01-23,"2,200","2,210","2,230","2,195",258.86K,-1.12%
2019-01-22,"2,225","2,255","2,255","2,200",464.47K,-1.33%
2019-01-21,"2,255","2,165","2,275","2,160",1.41M,4.16%
2019-01-18,"2,165","2,180","2,205","2,150",354.93K,-0.69%
2019-01-17,"2,180","2,220","2,250","2,175",774.05K,-1.58%
2019-01-16,"2,215","2,205","2,245","2,175",522.18K,0.68%
2019-01-15,"2,200","2,210","2,250","2,195",661.80K,0.92%
2019-01-14,"2,180","2,195","2,220","2,155",516.81K,-0.68%
2019-01-11,"2,195","2,195","2,220","2,160",731.47K,-1.35%
2019-01-10,"2,225","2,155","2,230","2,145",1.65M,3.97%
2019-01-09,"2,140","2,130","2,160","2,110",403.78K,1.42%
2019-01-08,"2,110","2,155","2,175","2,095",714.86K,-2.54%
2019-01-07,"2,165","2,060","2,175","2,055",970.55K,6.65%
2019-01-04,"2,030","2,040","2,050","1,970",661.87K,0.00%
2019-01-03,"2,030","2,025","2,095","2,020",705.02K,1.50%
2019-01-02,"2,000","2,060","2,085","1,950",393.51K,-1.23%
2018-12-28,"2,025","2,030","2,065","2,015",447.89K,-0.25%
2018-12-27,"2,030","2,065","2,095","2,025",366.99K,-1.22%
2018-12-26,"2,055","2,070","2,125","2,025",772.59K,-3.97%
2018-12-24,"2,140","2,100","2,165","2,055",929.80K,1.42%
2018-12-21,"2,110","2,300","2,455","2,110",5.90M,-0.47%
2018-12-20,"2,120","2,120","2,235","2,110",1.97M,0.47%
2018-12-19,"2,110","2,185","2,190","2,090",1.11M,-2.31%
2018-12-18,"2,160","2,025","2,285","2,000",6.74M,9.37%
2018-12-17,"1,975","1,955","1,980","1,920",165.86K,0.25%
2018-12-14,"1,970","2,000","2,010","1,945",161.94K,-1.50%
2018-12-13,"2,000","1,945","2,005","1,930",294.16K,4.44%
2018-12-12,"1,915","1,900","1,930","1,890",151.68K,0.79%
2018-12-11,"1,900","1,925","1,970","1,840",263.11K,-1.30%
2018-12-10,"1,925","1,980","1,980","1,905",303.84K,-2.28%
2018-12-07,"1,970","1,990","2,010","1,970",136.89K,-0.25%
2018-12-06,"1,975","2,050","2,060","1,960",679.12K,-3.89%
2018-12-05,"2,055","2,045","2,075","2,035",141.03K,-0.96%
2018-12-04,"2,075","2,085","2,120","2,060",109.00K,-0.48%
2018-12-03,"2,085","2,085","2,105","2,070",129.74K,0.97%
2018-11-30,"2,065","2,080","2,120","2,065",177.77K,-1.20%
2018-11-29,"2,090","2,155","2,180","2,085",289.97K,-1.65%
2018-11-28,"2,125","2,095","2,135","2,065",201.32K,1.92%
2018-11-27,"2,085","2,090","2,145","2,065",214.36K,0.72%
2018-11-26,"2,070","2,060","2,100","2,060",232.15K,0.49%
2018-11-23,"2,060","2,110","2,145","2,060",286.34K,-3.51%
2018-11-22,"2,135","2,120","2,190","2,120",315.13K,0.23%
2018-11-21,"2,130","2,180","2,195","2,110",443.59K,-4.05%
2018-11-20,"2,220","2,205","2,235","2,170",468.55K,-1.99%
2018-11-19,"2,265","2,210","2,265","2,175",461.84K,2.72%
2018-11-16,"2,205","2,115","2,250","2,095",1.07M,4.01%
2018-11-15,"2,120","2,045","2,140","2,020",689.54K,3.16%
2018-11-14,"2,055","1,950","2,105","1,950",718.67K,5.38%
2018-11-13,"1,950","1,945","1,955","1,880",346.29K,-1.52%
2018-11-12,"1,980","2,015","2,035","1,965",161.97K,-1.74%
2018-11-09,"2,015","2,025","2,050","1,990",335.23K,-0.74%
2018-11-08,"2,030","2,075","2,080","2,030",299.52K,1.00%
2018-11-07,"2,010","2,080","2,085","1,960",532.45K,-1.47%
2018-11-06,"2,040","2,110","2,180","2,015",1.02M,-2.63%
2018-11-05,"2,095","2,005","2,140","1,955",1.23M,4.75%
2018-11-02,"2,000","1,920","2,000","1,920",512.20K,4.99%
2018-11-01,"1,905","1,860","1,985","1,860",620.58K,2.70%
2018-10-31,"1,855","1,840","2,020","1,830",1.75M,4.80%
2018-10-30,"1,770","1,605","1,850","1,605",1.28M,4.12%
2018-10-29,"1,700","1,885","1,930","1,700",704.66K,-10.99%
2018-10-26,"1,910","2,025","2,065","1,910",683.14K,-5.21%
2018-10-25,"2,015","2,075","2,130","2,015",733.79K,-6.50%
2018-10-24,"2,155","2,360","2,360","2,145",402.05K,-5.48%
2018-10-23,"2,280","2,435","2,465","2,260",373.88K,-6.17%
2018-10-22,"2,430","2,365","2,450","2,350",216.33K,2.75%
2018-10-19,"2,365","2,385","2,410","2,340",225.62K,-2.07%
2018-10-18,"2,415","2,410","2,450","2,385",150.21K,0.42%
2018-10-17,"2,405","2,430","2,470","2,405",284.61K,-1.43%
2018-10-16,"2,440","2,345","2,445","2,340",378.21K,3.17%
2018-10-15,"2,365","2,340","2,420","2,320",334.76K,0.42%
2018-10-14,"2,355","2,355","2,355","2,355",-,0.00%
2018-10-12,"2,355","2,200","2,370","2,200",510.16K,4.43%
2018-10-11,"2,255","2,225","2,400","2,225",839.70K,-5.85%
2018-10-10,"2,395","2,585","2,610","2,395",499.01K,-7.71%
2018-10-09,"2,595","2,595","2,595","2,595",-,0.00%
2018-10-08,"2,595","2,600","2,670","2,585",321.63K,-1.52%
2018-10-07,"2,635","2,635","2,635","2,635",-,0.00%
2018-10-05,"2,635","2,720","2,750","2,590",590.77K,-3.66%
2018-10-04,"2,735","2,765","2,815","2,735",277.38K,-1.26%
2018-10-02,"2,770","2,845","2,845","2,765",358.18K,-1.77%
2018-10-01,"2,820","2,860","2,900","2,820",314.45K,-1.57%
2018-09-30,"2,865","2,865","2,865","2,865",-,0.00%
2018-09-28,"2,865","2,905","2,960","2,850",532.57K,-0.52%
2018-09-27,"2,880","2,935","2,965","2,880",360.70K,-2.21%
2018-09-26,"2,945","2,945","2,945","2,945",-,0.00%
2018-09-21,"2,945","2,910","2,975","2,910",393.70K,1.20%
2018-09-20,"2,910","3,005","3,055","2,900",629.41K,-3.32%
2018-09-19,"3,010","3,095","3,130","3,005",814.46K,-2.90%
2018-09-18,"3,100","3,085","3,130","3,065",357.41K,-0.16%
2018-09-17,"3,105","3,170","3,185","3,095",334.34K,-2.05%
2018-09-16,"3,170","3,170","3,170","3,170",-,0.00%
2018-09-14,"3,170","3,245","3,290","3,165",624.48K,-1.25%
2018-09-13,"3,210","3,195","3,235","3,170",305.32K,1.10%
2018-09-12,"3,175","3,215","3,220","3,125",281.93K,-0.16%
2018-09-11,"3,180","3,190","3,245","3,140",351.92K,0.32%
2018-09-10,"3,170","3,170","3,190","3,115",338.58K,0.00%
2018-09-09,"3,170","3,170","3,170","3,170",-,0.00%
2018-09-07,"3,170","3,110","3,190","3,075",527.17K,2.59%
2018-09-06,"3,090","3,180","3,180","3,065",769.81K,-3.59%
2018-09-05,"3,205","3,315","3,375","3,190",866.54K,-2.44%
2018-09-04,"3,285","3,240","3,320","3,220",717.35K,1.39%
2018-09-03,"3,240","3,240","3,275","3,215",428.23K,-0.31%
2018-08-31,"3,250","3,205","3,265","3,180",529.28K,1.40%
2018-08-30,"3,205","3,220","3,235","3,165",521.36K,0.79%
2018-08-29,"3,180","3,145","3,225","3,135",1.19M,2.91%
2018-08-28,"3,090","3,100","3,200","3,090",1.04M,0.00%
2018-08-27,"3,090","3,070","3,110","3,065",292.54K,0.16%
2018-08-26,"3,085","3,085","3,085","3,085",-,0.00%
2018-08-24,"3,085","3,055","3,120","3,050",536.35K,0.82%
2018-08-23,"3,060","3,035","3,085","3,000",468.39K,0.66%
2018-08-22,"3,040","3,000","3,135","2,995",1.63M,1.67%
2018-08-21,"2,990","2,955","3,000","2,930",348.98K,1.53%
2018-08-20,"2,945","3,010","3,045","2,945",475.63K,0.17%
2018-08-17,"2,940","2,825","2,955","2,825",367.33K,3.70%
2018-08-16,"2,835","2,835","2,865","2,750",387.86K,-0.18%
2018-08-15,"2,840","2,840","2,840","2,840",-,0.00%
2018-08-14,"2,840","2,815","2,910","2,815",396.75K,0.00%
2018-08-13,"2,840","2,955","2,965","2,815",764.36K,-4.38%
2018-08-12,"2,970","2,970","2,970","2,970",-,0.00%
2018-08-10,"2,970","3,015","3,025","2,950",555.15K,-1.16%
2018-08-09,"3,005","3,055","3,055","2,975",737.39K,-1.64%
2018-08-08,"3,055","3,025","3,100","3,025",456.83K,0.49%
2018-08-07,"3,040","3,140","3,155","3,035",1.05M,-3.80%
2018-08-06,"3,160","3,115","3,180","3,110",412.53K,1.28%
2018-08-05,"3,120","3,120","3,120","3,120",-,0.00%
2018-08-03,"3,120","3,190","3,205","3,110",936.10K,-1.73%
2018-08-02,"3,175","3,125","3,205","3,120",944.07K,1.76%
2018-08-01,"3,120","3,130","3,150","3,100",695.26K,-1.89%
2018-07-31,"3,180","3,190","3,215","3,115",595.46K,0.79%
2018-07-30,"3,155","3,140","3,250","3,125",835.81K,0.16%
2018-07-29,"3,150","3,150","3,150","3,150",-,0.00%
2018-07-27,"3,150","3,130","3,200","3,080",948.04K,-0.16%
2018-07-26,"3,155","3,050","3,170","3,010",1.09M,3.44%
2018-07-25,"3,050","3,055","3,360","3,020",5.80M,2.01%
2018-07-24,"2,990","2,990","3,040","2,935",787.44K,0.67%
2018-07-23,"2,970","3,005","3,110","2,970",970.52K,-1.98%
2018-07-22,"3,030","3,030","3,030","3,030",-,0.00%
2018-07-20,"3,030","3,055","3,175","3,030",1.10M,-1.46%
2018-07-19,"3,075","3,250","3,270","3,035",1.47M,-5.38%
2018-07-18,"3,250","3,380","3,480","3,155",5.09M,-1.52%
2018-07-17,"3,300","3,145","3,375","3,100",7.50M,7.14%
2018-07-16,"3,080","3,100","3,140","3,050",650.52K,-0.65%
2018-07-15,"3,100","3,100","3,100","3,100",-,0.00%
2018-07-13,"3,100","3,010","3,110","2,990",795.30K,2.65%
2018-07-12,"3,020","3,020","3,075","3,015",489.69K,0.00%
2018-07-11,"3,020","3,050","3,200","2,990",2.60M,-2.58%
2018-07-10,"3,100","2,960","3,120","2,960",1.33M,4.38%
2018-07-09,"2,970","2,980","3,075","2,955",1.76M,0.68%
2018-07-08,"2,950","2,950","2,950","2,950",-,0.00%
2018-07-06,"2,950","2,950","3,005","2,875",1.06M,0.17%
2018-07-05,"2,945","2,965","2,990","2,845",1.13M,-0.34%
2018-07-04,"2,955","2,930","3,170","2,810",7.29M,2.96%
2018-07-03,"2,870","2,800","2,890","2,770",1.03M,4.74%
2018-07-02,"2,740","2,770","2,930","2,720",1.27M,-1.44%
2018-06-29,"2,780","2,780","2,860","2,715",1.19M,-1.07%
2018-06-28,"2,810","3,015","3,080","2,800",1.52M,-7.41%
2018-06-27,"3,035","3,045","3,190","3,030",769.42K,-0.65%
2018-06-26,"3,055","3,025","3,115","3,015",603.71K,0.16%
2018-06-25,"3,050","3,030","3,070","3,010",551.11K,-2.24%
2018-06-24,"3,120","3,120","3,120","3,120",-,0.00%
2018-06-22,"3,120","3,015","3,310","2,970",3.60M,3.48%
2018-06-21,"3,015","3,055","3,085","3,005",284.76K,-1.31%
2018-06-20,"3,055","2,970","3,250","2,955",2.08M,2.69%
2018-06-19,"2,975","3,060","3,170","2,975",814.35K,-3.57%
2018-06-18,"3,085","3,270","3,290","3,075",773.27K,-5.95%
2018-06-17,"3,280","3,280","3,280","3,280",-,0.00%
2018-06-15,"3,280","3,260","3,365","3,260",442.22K,0.00%
2018-06-14,"3,280","3,410","3,750","3,275",2.92M,-1.06%
2018-06-13,"3,315","3,315","3,315","3,315",-,0.00%
2018-06-12,"3,315","3,475","3,475","3,290",827.37K,-3.77%
2018-06-11,"3,445","3,575","3,590","3,430",1.24M,-6.00%
2018-06-10,"3,665","3,665","3,665","3,665",-,0.00%
2018-06-08,"3,665","3,540","3,800","3,535",2.12M,3.24%
2018-06-07,"3,550","3,545","3,595","3,495",634.79K,1.43%
2018-06-05,"3,500","3,595","3,595","3,485",392.14K,-0.99%
2018-06-04,"3,535","3,430","3,630","3,430",1.24M,3.51%
2018-06-01,"3,415","3,380","3,425","3,365",509.30K,0.59%
2018-05-31,"3,395","3,520","3,520","3,375",656.16K,-2.86%
2018-05-30,"3,495","3,460","3,685","3,460",1.70M,2.19%
2018-05-29,"3,420","3,420","3,540","3,405",773.71K,-0.44%
2018-05-28,"3,435","3,370","3,510","3,355",730.69K,0.29%
2018-05-27,"3,425","3,425","3,425","3,425",-,0.00%
2018-05-25,"3,425","3,505","3,585","3,385",888.00K,-3.39%
2018-05-24,"3,545","3,505","3,600","3,470",692.39K,1.43%
2018-05-23,"3,495","3,580","3,605","3,485",571.39K,-2.51%
2018-05-22,"3,585","3,585","3,585","3,585",-,0.00%
2018-05-21,"3,585","3,630","3,630","3,535",382.53K,1.13%
2018-05-20,"3,545","3,545","3,545","3,545",-,0.00%
2018-05-18,"3,545","3,475","3,585","3,450",615.54K,2.01%
2018-05-17,"3,475","3,520","3,625","3,470",853.38K,0.00%
2018-05-16,"3,475","3,650","3,655","3,450",1.11M,-4.79%
2018-05-15,"3,650","3,545","3,650","3,545",1.30M,4.29%
2018-05-14,"3,500","3,625","3,680","3,475",2.60M,-8.74%
2018-05-13,"3,835","3,835","3,835","3,835",-,0.00%
2018-05-11,"3,835","3,825","3,880","3,755",707.92K,0.13%
2018-05-10,"3,830","3,770","3,960","3,770",1.07M,1.32%
2018-05-09,"3,780","3,635","3,815","3,600",1.11M,2.86%
2018-05-08,"3,675","3,965","4,020","3,675",1.61M,-7.43%
2018-05-07,"3,970","3,970","3,970","3,970",-,0.00%
2018-05-04,"3,970","4,220","4,225","3,965",1.33M,-1.37%
2018-05-03,"4,025","3,990","4,150","3,990",1.60M,2.29%
2018-05-02,"3,935","4,060","4,075","3,930",1.58M,-5.41%
2018-05-01,"4,160","4,160","4,160","4,160",-,0.00%
2018-04-30,"4,160","4,240","4,330","4,130",1.63M,-3.26%
2018-04-29,"4,300","4,300","4,300","4,300",-,0.00%
2018-04-27,"4,300","4,340","4,630","4,295",4.52M,0.00%
2018-04-26,"4,300","4,320","4,420","4,180",2.47M,-1.83%
2018-04-25,"4,380","4,780","4,895","4,255",8.73M,-8.84%
2018-04-24,"4,805","3,980","4,950","3,980",11.92M,20.43%
2018-04-23,"3,990","4,205","4,245","3,970",1.86M,-5.45%
2018-04-22,"4,220","4,220","4,220","4,220",-,0.00%
2018-04-20,"4,220","4,370","4,470","4,215",1.85M,-2.09%
2018-04-19,"4,310","4,510","4,605","4,295",3.61M,-5.07%
2018-04-18,"4,540","4,410","4,585","4,360",4.74M,2.95%
2018-04-17,"4,410","4,275","4,450","4,170",3.48M,3.76%
2018-04-16,"4,250","4,200","4,360","4,185",2.25M,3.16%
2018-04-13,"4,120","4,285","4,435","4,090",4.18M,-1.08%
2018-04-12,"4,165","4,060","4,265","4,020",4.03M,3.48%
2018-04-11,"4,025","4,030","4,050","3,935",820.83K,0.75%
2018-04-10,"3,995","3,915","4,045","3,730",1.56M,2.44%
2018-04-09,"3,900","3,825","3,905","3,780",790.29K,2.90%
2018-04-08,"3,790","3,790","3,790","3,790",-,0.00%
2018-04-06,"3,790","3,905","3,910","3,705",1.31M,-2.94%
2018-04-05,"3,905","3,865","3,975","3,835",1.19M,1.03%
2018-04-04,"3,865","4,130","4,135","3,850",1.52M,-4.21%
2018-04-03,"4,035","4,020","4,165","3,900",1.49M,0.00%
2018-04-02,"4,035","4,235","4,245","3,990",1.25M,-4.83%
2018-04-01,"4,240","4,240","4,240","4,240",-,0.00%
2018-03-30,"4,240","4,135","4,260","4,075",1.13M,2.54%
2018-03-29,"4,135","4,105","4,340","4,090",1.57M,0.73%
2018-03-28,"4,105","4,195","4,300","4,030",1.31M,-3.75%
2018-03-27,"4,265","4,560","4,565","4,250",2.24M,-5.33%
2018-03-26,"4,505","4,185","4,505","4,185",2.24M,7.26%
2018-03-25,"4,200","4,200","4,200","4,200",-,0.00%
2018-03-23,"4,200","4,290","4,455","4,145",1.81M,-3.23%
2018-03-22,"4,340","4,305","4,605","4,280",2.27M,0.00%
2018-03-21,"4,340","4,370","4,535","4,310",2.01M,0.70%
2018-03-20,"4,310","4,530","4,630","4,310",3.21M,-1.03%
2018-03-19,"4,355","4,570","4,600","4,335",2.74M,-5.63%
2018-03-18,"4,615","4,615","4,615","4,615",-,0.00%
2018-03-16,"4,615","4,565","4,675","4,555",1.62M,1.10%
2018-03-15,"4,565","4,840","4,850","4,550",2.93M,-5.58%
2018-03-14,"4,835","4,860","5,240","4,835",7.75M,2.33%
2018-03-13,"4,725","4,845","4,885","4,715",1.53M,-2.98%
2018-03-12,"4,870","4,750","4,870","4,710",1.55M,3.51%
2018-03-11,"4,705","4,705","4,705","4,705",-,0.00%
2018-03-09,"4,705","4,960","4,965","4,700",2.67M,-5.05%
2018-03-08,"4,955","4,745","4,970","4,725",2.88M,5.54%
2018-03-07,"4,695","5,010","5,050","4,665",3.19M,-6.85%
2018-03-06,"5,040","5,220","5,260","4,995",2.62M,-3.45%
2018-03-05,"5,220","5,170","5,560","5,110",4.06M,1.75%
2018-03-04,"5,130","5,130","5,130","5,130",-,0.00%
2018-03-02,"5,130","5,000","5,280","4,965",2.73M,1.79%
2018-03-01,"5,040","5,040","5,040","5,040",-,0.00%
2018-02-28,"5,040","5,400","5,480","4,980",3.38M,-5.44%
2018-02-27,"5,330","5,460","5,640","5,330",3.07M,-0.56%
2018-02-26,"5,360","5,650","5,690","5,300",3.34M,-5.13%
2018-02-25,"5,650","5,650","5,650","5,650",-,0.00%
2018-02-23,"5,650","5,920","5,940","5,630",3.76M,-5.36%
2018-02-22,"5,970","6,230","6,330","5,920",4.43M,-6.43%
2018-02-21,"6,380","6,580","6,700","6,310",9.13M,1.27%
2018-02-20,"6,300","6,280","6,300","5,980",4.55M,2.44%
2018-02-19,"6,150","6,370","6,530","6,030",11.65M,5.49%
2018-02-18,"5,830","5,830","5,830","5,830",-,0.00%
2018-02-14,"5,830","5,780","5,940","5,530",6.36M,4.11%
2018-02-13,"5,600","5,500","6,040","5,440",20.01M,4.48%
2018-02-12,"5,360","5,460","5,830","5,310",8.02M,0.94%
2018-02-11,"5,310","5,310","5,310","5,310",-,0.00%
2018-02-09,"5,310","5,390","5,740","5,180",6.62M,-5.18%
2018-02-08,"5,600","5,550","5,840","5,400",6.80M,2.75%
2018-02-07,"5,450","6,760","6,980","5,450",19.77M,-12.10%
2018-02-06,"6,200","6,200","6,400","5,690",11.28M,-7.74%
2018-02-05,"6,720","6,450","6,970","6,310",13.84M,2.44%
2018-02-04,"6,560","6,560","6,560","6,560",-,0.00%
2018-02-02,"6,560","6,960","7,380","6,270",35.18M,-7.99%
2018-02-01,"7,130","5,620","7,210","5,570",56.38M,28.47%
2018-01-31,"5,550","5,530","6,060","5,210",30.53M,1.28%
2018-01-30,"5,480","5,330","6,250","5,210",59.68M,3.98%
2018-01-29,"5,270","4,015","5,270","3,900",31.50M,29.96%
2018-01-28,"4,055","4,055","4,055","4,055",-,0.00%
2018-01-26,"4,055","4,110","4,165","4,000",4.21M,0.12%
2018-01-25,"4,050","4,050","4,245","3,970",6.89M,2.14%
2018-01-24,"3,965","4,000","4,220","3,925",5.48M,-3.76%
2018-01-23,"4,120","4,185","4,360","4,025",15.07M,4.17%
2018-01-22,"3,955","4,165","4,490","3,955",9.82M,-1.62%
2018-01-21,"4,020","4,020","4,020","4,020",-,0.00%
2018-01-19,"4,020","3,645","4,600","3,510",41.55M,5.79%
2018-01-18,"3,800","3,215","3,950","3,070",16.29M,23.38%
2018-01-17,"3,080","3,270","3,315","2,830",8.65M,-15.03%
2018-01-16,"3,625","3,785","3,935","3,500",7.57M,-8.11%
2018-01-15,"3,945","3,415","4,080","3,330",18.75M,19.91%
2018-01-14,"3,290","3,290","3,290","3,290",-,0.00%
2018-01-12,"3,290","3,690","3,740","3,000",16.50M,-3.66%
2018-01-11,"3,415","4,100","4,210","3,415",18.57M,-29.95%
2018-01-10,"4,875","4,955","5,450","4,730",24.51M,1.99%
2018-01-09,"4,780","4,860","5,590","4,505",38.56M,-5.72%
2018-01-08,"5,070","4,640","5,700","4,620",43.00M,11.67%
2018-01-07,"4,540","4,540","4,540","4,540",-,0.00%
2018-01-05,"4,540","4,645","4,880","4,300",55.87M,-2.26%
2018-01-04,"4,645","4,420","4,645","4,300",12.24M,29.93%
2018-01-03,"3,575","3,315","3,575","2,990",43.93M,11.02%
2018-01-02,"3,220","2,530","3,235","2,520",18.54M,29.32%
2018-01-01,"2,490","2,490","2,490","2,490",-,0.00%
