날짜,종가,오픈,고가,저가,거래량,변동 %
2015년 03월 02일,"2,860","2,800","2,895","2,750",51.60K,2.14%
2015년 02월 27일,"2,800","2,710","2,805","2,710",26.18K,1.45%
2015년 02월 26일,"2,760","2,745","2,760","2,705",13.74K,-0.18%
2015년 02월 25일,"2,765","2,720","2,790","2,680",28.25K,1.65%
2015년 02월 24일,"2,720","2,735","2,735","2,710",11.15K,-0.55%
2015년 02월 23일,"2,735","2,680","2,740","2,675",27.60K,2.43%
2015년 02월 17일,"2,670","2,730","2,735","2,670",20.22K,-2.20%
2015년 02월 16일,"2,730","2,635","2,735","2,635",21.00K,0.00%
2015년 02월 13일,"2,730","2,725","2,750","2,675",17.56K,0.18%
2015년 02월 12일,"2,725","2,705","2,750","2,675",24.13K,0.93%
2015년 02월 11일,"2,700","2,700","2,740","2,680",23.19K,0.00%
2015년 02월 10일,"2,700","2,625","2,790","2,625",31.49K,2.86%
2015년 02월 09일,"2,625","2,590","2,740","2,485",80.13K,1.35%
2015년 02월 06일,"2,590","2,630","2,700","2,530",16.01K,-0.96%
2015년 02월 05일,"2,615","2,675","2,675","2,570",15.33K,-2.24%
2015년 02월 04일,"2,675","2,670","2,705","2,625",6.66K,-0.19%
2015년 02월 03일,"2,680","2,650","2,695","2,565",11.36K,0.19%
2015년 02월 02일,"2,675","2,690","2,750","2,650",19.31K,-0.74%
2015년 01월 30일,"2,695","2,710","2,710","2,620",3.77K,-0.55%
2015년 01월 29일,"2,710","2,725","2,730","2,600",12.07K,0.00%
2015년 01월 28일,"2,710","2,680","2,720","2,680",24.04K,-0.18%
2015년 01월 27일,"2,715","2,685","2,740","2,665",29.82K,1.12%
2015년 01월 26일,"2,685","2,750","2,750","2,655",37.08K,-2.72%
2015년 01월 23일,"2,760","2,710","2,780","2,675",35.65K,2.79%
2015년 01월 22일,"2,685","2,600","2,800","2,575",69.26K,3.27%
2015년 01월 21일,"2,600","2,600","2,600","2,550",26.79K,0.39%
2015년 01월 20일,"2,590","2,560","2,605","2,535",23.01K,1.17%
2015년 01월 19일,"2,560","2,555","2,645","2,550",13.63K,0.20%
2015년 01월 16일,"2,555","2,545","2,560","2,520",21.44K,0.39%
2015년 01월 15일,"2,545","2,550","2,550","2,455",8.21K,-0.20%
2015년 01월 14일,"2,550","2,500","2,580","2,485",21.96K,2.00%
2015년 01월 13일,"2,500","2,525","2,555","2,480",36.96K,-0.99%
2015년 01월 12일,"2,525","2,455","2,585","2,430",25.76K,1.00%
2015년 01월 09일,"2,500","2,525","2,535","2,335",13.46K,-0.99%
2015년 01월 08일,"2,525","2,470","2,530","2,450",14.74K,1.00%
2015년 01월 07일,"2,500","2,490","2,510","2,460",18.03K,0.40%
2015년 01월 06일,"2,490","2,465","2,490","2,420",14.84K,1.01%
2015년 01월 05일,"2,465","2,405","2,465","2,405",12.59K,0.61%
2015년 01월 02일,"2,450","2,455","2,455","2,310",2.78K,-0.20%
2014년 12월 30일,"2,455","2,435","2,455","2,390",7.29K,0.82%
2014년 12월 29일,"2,435","2,405","2,435","2,320",14.51K,1.04%
2014년 12월 26일,"2,410","2,400","2,425","2,360",1.68K,0.42%
2014년 12월 24일,"2,400","2,385","2,400","2,345",10.65K,0.63%
2014년 12월 23일,"2,385","2,425","2,425","2,350",12.67K,-0.42%
2014년 12월 22일,"2,395","2,335","2,440","2,315",20.81K,0.42%
2014년 12월 19일,"2,385","2,335","2,420","2,325",20.95K,-0.42%
2014년 12월 18일,"2,395","2,350","2,400","2,310",10.54K,1.27%
2014년 12월 17일,"2,365","2,325","2,450","2,200",72.54K,1.72%
2014년 12월 16일,"2,325","2,345","2,355","2,295",15.79K,-1.27%
2014년 12월 15일,"2,355","2,280","2,365","2,250",25.21K,3.29%
2014년 12월 12일,"2,280","2,280","2,290","2,245",15.41K,0.00%
2014년 12월 11일,"2,280","2,310","2,310","2,185",20.33K,-1.30%
2014년 12월 10일,"2,310","2,225","2,320","2,160",23.20K,2.90%
2014년 12월 09일,"2,245","2,240","2,260","2,125",39.57K,1.58%
2014년 12월 08일,"2,210","1,965","2,265","1,965",79.40K,12.18%
2014년 12월 05일,"1,970","1,910","1,995","1,910",7.56K,5.35%
2014년 12월 04일,"1,870","1,915","1,915","1,850",6.65K,-1.06%
2014년 12월 03일,"1,890","1,910","1,925","1,890",1.79K,0.00%
2014년 12월 02일,"1,890","1,885","1,915","1,855",0.22K,0.27%
2014년 12월 01일,"1,885","1,930","1,990","1,835",13.56K,-4.31%
2014년 11월 28일,"1,970","1,940","2,010","1,925",2.83K,0.77%
2014년 11월 27일,"1,955","2,000","2,000","1,920",7.41K,0.51%
2014년 11월 26일,"1,945","2,005","2,005","1,940",6.73K,-2.51%
2014년 11월 25일,"1,995","2,000","2,035","1,960",5.25K,0.00%
2014년 11월 24일,"1,995","2,005","2,005","1,980",0.13K,-0.75%
2014년 11월 21일,"2,010","2,005","2,035","1,955",0.67K,0.25%
2014년 11월 20일,"2,005","1,970","2,025","1,970",4.74K,0.25%
2014년 11월 19일,"2,000","1,995","2,040","1,995",2.72K,-0.74%
2014년 11월 18일,"2,015","2,040","2,040","1,985",1.41K,-1.23%
2014년 11월 17일,"2,040","2,035","2,050","2,000",4.45K,0.25%
2014년 11월 14일,"2,035","2,065","2,065","2,000",4.62K,0.49%
2014년 11월 13일,"2,025","1,985","2,090","1,985",7.78K,2.53%
2014년 11월 12일,"1,975","1,990","2,010","1,965",4.82K,0.77%
2014년 11월 11일,"1,960","1,970","1,985","1,950",8.72K,2.35%
2014년 11월 10일,"1,915","1,985","1,985","1,915",4.57K,-1.54%
2014년 11월 07일,"1,945","1,945","1,980","1,915",13.12K,1.83%
2014년 11월 06일,"1,910","1,930","1,990","1,905",6.60K,-0.52%
2014년 11월 05일,"1,920","2,070","2,070","1,900",21.48K,-6.11%
2014년 11월 04일,"2,045","2,050","2,150","2,000",13.55K,-0.24%
2014년 11월 03일,"2,050","2,135","2,135","2,050",4.13K,-1.91%
2014년 10월 31일,"2,090","2,115","2,115","2,075",3.27K,0.00%
2014년 10월 30일,"2,090","2,225","2,225","2,090",37.37K,-5.00%
2014년 10월 29일,"2,200","2,145","2,290","2,135",10.38K,3.04%
2014년 10월 28일,"2,135","2,150","2,190","2,115",6.50K,1.18%
2014년 10월 27일,"2,110","2,175","2,200","2,100",10.96K,-0.94%
2014년 10월 24일,"2,130","2,235","2,235","2,105",33.82K,-2.07%
2014년 10월 23일,"2,175","2,300","2,300","2,175",20.29K,-5.43%
2014년 10월 22일,"2,300","2,235","2,345","2,150",7.56K,4.55%
2014년 10월 21일,"2,200","2,230","2,235","2,150",1.71K,2.33%
2014년 10월 20일,"2,150","2,150","2,185","2,130",25.99K,0.00%
2014년 10월 17일,"2,150","2,240","2,240","2,150",1.98K,-1.38%
2014년 10월 16일,"2,180","2,260","2,260","2,160",19.44K,-1.80%
2014년 10월 15일,"2,220","2,205","2,240","2,180",5.06K,1.14%
2014년 10월 14일,"2,195","2,260","2,270","2,150",18.85K,-0.23%
2014년 10월 13일,"2,200","2,350","2,350","2,200",10.49K,-6.18%
2014년 10월 10일,"2,345","2,350","2,400","2,280",1.53K,1.08%
2014년 10월 08일,"2,320","2,325","2,415","2,320",1.47K,-0.85%
2014년 10월 07일,"2,340","2,410","2,430","2,320",1.89K,-3.70%
2014년 10월 06일,"2,430","2,455","2,455","2,330",0.34K,-0.61%
2014년 10월 02일,"2,445","2,440","2,450","2,440",0.38K,0.20%
2014년 10월 01일,"2,440","2,360","2,460","2,360",0.22K,3.39%
2014년 09월 30일,"2,360","2,410","2,410","2,355",2.15K,-2.07%
2014년 09월 29일,"2,410","2,460","2,475","2,350",16.45K,-2.03%
2014년 09월 26일,"2,460","2,475","2,475","2,450",0.57K,0.41%
2014년 09월 25일,"2,450","2,475","2,475","2,410",3.99K,-0.81%
2014년 09월 24일,"2,470","2,475","2,475","2,440",4.25K,0.82%
2014년 09월 23일,"2,450","2,450","2,460","2,400",5.94K,0.62%
2014년 09월 22일,"2,435","2,400","2,460","2,370",1.54K,1.25%
2014년 09월 19일,"2,405","2,425","2,430","2,380",0.49K,-0.62%
2014년 09월 18일,"2,420","2,460","2,460","2,365",3.15K,-0.21%
2014년 09월 17일,"2,425","2,395","2,425","2,355",0.75K,1.04%
2014년 09월 16일,"2,400","2,420","2,470","2,350",2.60K,-0.83%
2014년 09월 15일,"2,420","2,325","2,425","2,325",1.95K,1.89%
2014년 09월 12일,"2,375","2,330","2,375","2,270",8.77K,2.59%
2014년 09월 11일,"2,315","2,305","2,330","2,280",3.42K,1.98%
2014년 09월 05일,"2,270","2,350","2,350","2,270",3.95K,-0.66%
2014년 09월 04일,"2,285","2,365","2,365","2,285",2.84K,-3.18%
2014년 09월 03일,"2,360","2,345","2,375","2,320",5.85K,0.43%
2014년 09월 02일,"2,350","2,380","2,380","2,320",6.61K,0.00%
2014년 09월 01일,"2,350","2,350","2,380","2,310",4.04K,0.00%
2014년 08월 29일,"2,350","2,365","2,375","2,305",0.04K,2.17%
2014년 08월 28일,"2,300","2,330","2,330","2,280",2.85K,1.10%
2014년 08월 27일,"2,275","2,330","2,350","2,260",8.70K,-1.30%
2014년 08월 26일,"2,305","2,340","2,470","2,300",20.12K,-2.74%
2014년 08월 25일,"2,370","2,370","2,425","2,340",2.87K,0.00%
2014년 08월 22일,"2,370","2,415","2,415","2,330",2.83K,0.00%
2014년 08월 21일,"2,370","2,440","2,440","2,355",9.23K,0.42%
2014년 08월 20일,"2,360","2,345","2,390","2,345",25.03K,0.00%
2014년 08월 19일,"2,360","2,440","2,440","2,350",12.67K,0.00%
2014년 08월 18일,"2,360","2,450","2,450","2,340",14.50K,-1.05%
2014년 08월 14일,"2,385","2,375","2,400","2,325",14.56K,0.42%
2014년 08월 13일,"2,375","2,485","2,485","2,355",14.28K,-2.86%
2014년 08월 12일,"2,445","2,500","2,500","2,400",5.27K,-0.61%
2014년 08월 11일,"2,460","2,495","2,495","2,425",1.29K,-0.40%
2014년 08월 08일,"2,470","2,485","2,485","2,400",2.37K,-0.60%
2014년 08월 07일,"2,485","2,495","2,495","2,450",1.16K,-0.40%
2014년 08월 06일,"2,495","2,475","2,495","2,410",4.01K,1.01%
2014년 08월 05일,"2,470","2,445","2,490","2,410",0.96K,1.02%
2014년 08월 04일,"2,445","2,445","2,500","2,420",0.58K,-0.20%
2014년 08월 01일,"2,450","2,480","2,480","2,315",3.54K,-1.21%
2014년 07월 31일,"2,480","2,490","2,490","2,350",2.49K,0.00%
2014년 07월 30일,"2,480","2,485","2,485","2,430",1.16K,-0.20%
2014년 07월 29일,"2,485","2,495","2,495","2,455",0.10K,-0.40%
2014년 07월 28일,"2,495","2,500","2,500","2,435",0.63K,0.00%
2014년 07월 25일,"2,495","2,540","2,540","2,470",5.00K,-1.38%
2014년 07월 24일,"2,530","2,540","2,540","2,500",2.33K,-0.59%
2014년 07월 23일,"2,545","2,535","2,550","2,500",14.57K,0.39%
2014년 07월 22일,"2,535","2,530","2,660","2,530",25.11K,0.60%
2014년 07월 21일,"2,520","2,450","2,520","2,385",21.23K,3.28%
2014년 07월 18일,"2,440","2,445","2,445","2,390",7.94K,0.00%
2014년 07월 17일,"2,440","2,480","2,480","2,430",1.83K,-1.61%
2014년 07월 16일,"2,480","2,480","2,515","2,430",12.51K,-0.80%
2014년 07월 15일,"2,500","2,500","2,580","2,450",17.40K,0.00%
2014년 07월 14일,"2,500","2,500","2,500","2,430",2.19K,1.63%
2014년 07월 11일,"2,460","2,510","2,530","2,460",2.86K,-1.99%
2014년 07월 10일,"2,510","2,395","2,595","2,375",20.14K,4.80%
2014년 07월 09일,"2,395","2,440","2,440","2,365",4.38K,-1.44%
2014년 07월 08일,"2,430","2,485","2,485","2,375",2.83K,-0.21%
2014년 07월 07일,"2,435","2,485","2,485","2,390",3.66K,0.62%
2014년 07월 04일,"2,420","2,450","2,450","2,370",13.84K,1.26%
2014년 07월 03일,"2,390","2,465","2,465","2,390",0.17K,-0.83%
2014년 07월 02일,"2,410","2,435","2,435","2,370",1.56K,1.47%
2014년 07월 01일,"2,375","2,370","2,395","2,355",0.28K,0.21%
2014년 06월 30일,"2,370","2,350","2,380","2,350",1.12K,0.64%
2014년 06월 27일,"2,355","2,350","2,365","2,315",4.04K,0.64%
2014년 06월 26일,"2,340","2,365","2,410","2,335",10.44K,-1.68%
2014년 06월 25일,"2,380","2,365","2,440","2,345",8.01K,-1.04%
2014년 06월 24일,"2,405","2,460","2,460","2,370",5.79K,0.21%
2014년 06월 23일,"2,400","2,490","2,490","2,395",3.67K,-1.84%
2014년 06월 20일,"2,445","2,445","2,545","2,425",2.41K,-1.21%
2014년 06월 19일,"2,475","2,425","2,490","2,425",2.63K,1.23%
2014년 06월 18일,"2,445","2,485","2,485","2,430",3.64K,0.20%
2014년 06월 17일,"2,440","2,545","2,545","2,440",9.81K,-2.59%
2014년 06월 16일,"2,505","2,505","2,575","2,485",24.19K,-2.15%
2014년 06월 13일,"2,560","2,405","2,730","2,400",66.42K,7.79%
2014년 06월 12일,"2,375","2,485","2,510","2,365",36.70K,-4.04%
2014년 06월 11일,"2,475","2,475","2,510","2,420",1.38K,0.00%
2014년 06월 10일,"2,475","2,500","2,500","2,420",3.20K,0.00%
2014년 06월 09일,"2,475","2,410","2,480","2,410",0.54K,2.27%
2014년 06월 05일,"2,420","2,480","2,480","2,355",1.59K,0.21%
2014년 06월 03일,"2,415","2,375","2,435","2,330",3.01K,1.68%
2014년 06월 02일,"2,375","2,470","2,470","2,375",7.00K,-3.65%
2014년 05월 30일,"2,465","2,440","2,490","2,420",9.06K,-0.60%
2014년 05월 29일,"2,480","2,455","2,560","2,420",8.90K,-1.00%
2014년 05월 28일,"2,505","2,520","2,520","2,465",1.54K,0.20%
2014년 05월 27일,"2,500","2,575","2,575","2,495",7.37K,-1.19%
2014년 05월 26일,"2,530","2,550","2,550","2,485",6.23K,-0.78%
2014년 05월 23일,"2,550","2,590","2,590","2,510",17.22K,-1.54%
2014년 05월 22일,"2,590","2,615","2,615","2,550",1.83K,0.00%
2014년 05월 21일,"2,590","2,570","2,620","2,555",1.35K,0.78%
2014년 05월 20일,"2,570","2,520","2,595","2,450",8.27K,2.19%
2014년 05월 19일,"2,515","2,650","2,650","2,515",21.20K,-5.09%
2014년 05월 16일,"2,650","2,655","2,655","2,600",5.98K,-0.38%
2014년 05월 15일,"2,660","2,695","2,740","2,600",25.41K,-1.30%
2014년 05월 14일,"2,695","2,650","2,730","2,650",2.66K,0.37%
2014년 05월 13일,"2,685","2,975","2,975","2,660",6.98K,0.75%
2014년 05월 12일,"2,665","2,665","2,665","2,650",0.35K,0.19%
2014년 05월 09일,"2,660","2,640","2,675","2,640",1.02K,-0.37%
2014년 05월 08일,"2,670","2,685","2,685","2,640",2.14K,-0.74%
2014년 05월 07일,"2,690","2,655","2,695","2,640",6.63K,-0.37%
2014년 05월 02일,"2,700","2,695","2,710","2,620",2.10K,0.37%
2014년 04월 30일,"2,690","2,695","2,695","2,630",2.43K,0.37%
2014년 04월 29일,"2,680","2,695","2,700","2,630",3.55K,0.19%
2014년 04월 28일,"2,675","2,710","2,710","2,655",0.80K,-1.11%
2014년 04월 25일,"2,705","2,685","2,740","2,680",0.56K,0.74%
2014년 04월 24일,"2,685","2,700","2,740","2,625",5.91K,-0.56%
2014년 04월 23일,"2,700","2,730","2,730","2,665",0.47K,0.00%
2014년 04월 22일,"2,700","2,735","2,735","2,665",1.26K,1.31%
2014년 04월 21일,"2,665","2,655","2,705","2,655",4.89K,0.00%
2014년 04월 18일,"2,665","2,700","2,730","2,665",2.05K,-1.48%
2014년 04월 17일,"2,705","2,720","2,735","2,645",3.02K,-0.37%
2014년 04월 16일,"2,715","2,750","2,750","2,675",6.94K,-0.37%
2014년 04월 15일,"2,725","2,720","2,740","2,670",6.46K,0.55%
2014년 04월 14일,"2,710","2,690","2,750","2,665",11.33K,0.37%
2014년 04월 11일,"2,700","2,645","2,700","2,565",10.95K,2.08%
2014년 04월 10일,"2,645","2,680","2,680","2,615",6.65K,-1.31%
2014년 04월 09일,"2,680","2,585","2,680","2,530",9.27K,3.28%
2014년 04월 08일,"2,595","2,485","2,605","2,465",56.58K,3.80%
2014년 04월 07일,"2,500","2,460","2,510","2,450",65.55K,1.21%
2014년 04월 04일,"2,470","2,545","2,590","2,455",63.65K,-3.52%
2014년 04월 03일,"2,560","2,655","2,655","2,555",19.65K,-3.58%
2014년 04월 02일,"2,655","2,645","2,695","2,635",7.34K,0.57%
2014년 04월 01일,"2,640","2,750","2,750","2,615",28.41K,-4.00%
2014년 03월 31일,"2,750","2,760","2,760","2,660",15.47K,0.00%
2014년 03월 28일,"2,750","2,750","2,815","2,710",14.48K,-0.90%
2014년 03월 27일,"2,775","2,800","2,800","2,725",9.62K,0.18%
2014년 03월 26일,"2,770","2,820","2,820","2,730",2.24K,-0.36%
2014년 03월 25일,"2,780","2,810","2,810","2,735",4.60K,-1.07%
2014년 03월 24일,"2,810","2,745","2,830","2,745",1.83K,0.54%
2014년 03월 21일,"2,795","2,775","2,815","2,755",0.83K,-0.71%
2014년 03월 20일,"2,815","2,810","2,820","2,780",4.40K,0.18%
2014년 03월 19일,"2,810","2,765","2,820","2,715",6.48K,1.81%
2014년 03월 18일,"2,760","2,835","2,835","2,720",15.33K,-1.43%
2014년 03월 17일,"2,800","2,800","2,840","2,730",3.40K,-0.36%
